new_id,name
126,"22.769"
127,"68.121"
128,"90.513"
129,"55.084"
130,"3.296"
131,"72.562"
132,"88.472"
133,"17.19"
134,"41.431"
135,"90.666"
136,"74.1"
137,"65.584"
138,"38.167"
139,"89.833"
140,"89.273"
141,"40.233"
142,"41.121"
143,"93.347"
144,"30.53"
145,"95.824"
146,"85.719"
147,"75.454"
148,"32.889"
149,"4.577"
150,"50.883"
151,"88.525"
152,"8.933"
153,"93.535"
154,"6.214"
155,"91.262"
156,"12.972"
157,"32.05"
158,"63.747"
159,"55.017"
160,"58.162"
161,"43.061"
162,"5.354"
163,"92.055"
164,"75.678"
165,"17.784"
166,"7.984"
167,"81.101"
168,"41.027"
169,"57.254"
170,"57.953"
171,"72.982"
172,"75.43"
173,"14.837"
174,"15.664"
175,"46.836"
176,"67.763"
177,"31.016"
178,"47.757"
179,"73.976"
180,"69.089"
181,"15.985"
182,"2.104"
183,"4.888"
184,"66.243"
185,"2.919"
186,"94.612"
187,"98.895"
188,"4.846"
189,"36.42"
190,"40.094"
191,"93.563"
192,"48.533"
193,"90.901"
194,"96.774"
195,"63.045"
196,"18.599"
197,"44.365"
198,"11.181"
199,"34.365"
200,"93.375"
201,"97.928"
202,"35.121"
203,"5.015"
204,"62.169"
205,"33.035"
206,"55.792"
207,"48.993"
208,"aus Privatbesitz"
209,"59.338"
210,"16.834"
211,"72.814"
212,"10.514"
213,"15.526"
214,"34.086"
215,"96.357"
216,"29.9"
217,"75.335"
218,"62.498"
219,"21.579"
220,"41.986"
221,"27.767"
222,"freiw., meisfb., bar. Arischer Besitz"
223,"88.367"
224,"35.602"
225,"95.634"
226,"96.85"
227,"64.895"
228,"48.84"
229,"95.843"
230,"40.551"
231,"93.731"
232,"33.431"
233,"25.18"
234,"24.44"
235,"aus dem Nachlaß A. Flamm"
236,"14.262"
237,"59.997"
238,"79.81"
239,"31.814"
240,"38.238"
241,"28.086"
242,"70.449"
243,"21.351"
244,"13.597"
245,"29.922"
246,"35.903"
247,"82.257"
248,"32.071"
249,"94.435"
250,"55.255"
251,"97.607"
252,"57.951"
253,"69.004"
254,"66.523"
255,"53.627"
256,"93.258"
257,"79.157"
258,"30.869"
259,"40.291"
260,"88.558"
261,"10.63"
262,"68.932"
263,"43.719"
264,"96.657"
265,"12.253"
266,"99.675"
267,"71.85"
268,"98.815"
269,"40.139"
270,"22.374"
271,"49.822"
272,"69.636"
273,"51.774"
274,"65.003"
275,"7.364"
276,"41.532"
277,"72.499"
278,"48.364"
279,"88.641"
280,"87.051"
281,"79.21"
282,"11.841"
283,"15.374"
284,"24.706"
285,"29.412"
286,"14.617"
287,"7.602"
288,"90.326"
289,"41.342"
290,"93.331"
291,"32.62"
292,"51.541"
293,"3.119"
294,"44.703"
295,"12.307"
296,"46.681"
297,"77.546"
298,"81.326"
299,"52.083"
300,"32.91"
301,"43.102"
302,"93.526"
303,"16.663"
304,"61.787"
305,"52.369"
306,"35.332"
307,"18.328"
308,"29.364"
309,"87.037"
310,"18.299"
311,"34.313"
312,"66.936"
313,"84.838"
314,"12.903"
315,"41.116"
316,"87.62"
317,"62.24"
318,"63.626"
319,"72.805"
320,"84.64"
321,"65.243"
322,"34.538"
323,"52.183"
324,"92.761"
325,"52.896"
326,"4.926"
327,"4.826"
328,"9.88"
329,"70.173"
330,"61.454"
331,"92.739"
332,"79.62"
333,"18.95"
334,"7.639"
335,"22.032"
336,"69.138"
337,"40.859"
338,"10.967"
339,"64.224"
340,"8.398"
341,"54.647"
342,"28.12"
343,"31.073"
344,"69.414"
345,"77.751"
346,"49.515"
347,"16.172"
348,"9.588"
349,"14.005"
350,"28.327"
351,"7.463"
352,"42.695"
353,"59.237"
354,"58.874"
355,"13.084"
356,"33.685"
357,"25.345"
358,"36.864"
359,"91.814"
360,"70.168"
361,"59.106"
362,"46.641"
363,"75.954"
364,"34.45"
365,"79.134"
366,"53.512"
367,"16.904"
368,"18.673"
369,"87.614"
370,"82.969"
371,"17.315"
372,"86.706"
373,"55.312"
374,"49.862"
375,"59.201"
376,"48.26"
377,"33.413"
378,"Lothar Meilinger (München)"
379,"63.29"
380,"41.112"
381,"67.39"
382,"66.441"
383,"60.393"
384,"16.839"
385,"61.556"
386,"3.217"
387,"9.825"
388,"85.986"
389,"6.18"
390,"52.437"
391,"77.008"
392,"84.2"
393,"32.679"
394,"94.12"
395,"36.89"
396,"24.972"
397,"14.448"
398,"56.517"
399,"86.111"
400,"27.334"
401,"37.605"
402,"49.095"
403,"42.932"
404,"15.501"
405,"13.362"
406,"53.651"
407,"56.399"
408,"76.809"
409,"70.274"
410,"66.062"
411,"86.863"
412,"44.985"
413,"79.338"
414,"96.709"
415,"82.143"
416,"87.419"
417,"29.262"
418,"59.03"
419,"30.152"
420,"53.692"
421,"30.645"
422,"22.954"
423,"64.343"
424,"99.447"
425,"46.337"
426,"20.718"
427,"41.541"
428,"89.204"
429,"54.226"
430,"97.507"
431,"50.096"
432,"42.215"
433,"19.917"
434,"21.56"
435,"80.09"
436,"1.876"
437,"68.824"
438,"20.981"
439,"39.701"
440,"4.386"
441,"54.02"
442,"54.341"
443,"96.004"
444,"63.923"
445,"27.088"
446,"13.187"
447,"64.137"
448,"65.8"
449,"8.89"
450,"73.434"
451,"32.266"
452,"98.409"
453,"43.325"
454,"62.754"
455,"27.171"
456,"7.376"
457,"78.39"
458,"29.87"
459,"94.714"
460,"56.108"
461,"83.445"
462,"95.86"
463,"80.022"
464,"53.447"
465,"67.541"
466,"55.479"
467,"13.169"
468,"89.426"
469,"3.537"
470,"29.408"
471,"18.573"
472,"7.542"
473,"10.552"
474,"13.243"
475,"89.358"
476,"57.161"
477,"10.851"
478,"65.58"
479,"47.521"
480,"38.138"
481,"47.091"
482,"18.618"
483,"34.022"
484,"15.056"
485,"48.172"
486,"5.488"
487,"23.083"
488,"89.757"
489,"18.674"
490,"53.58"
491,"56.27"
492,"84.056"
493,"28.51"
494,"94.876"
495,"89.285"
496,"15.29"
497,"13.332"
498,"54.003"
499,"69.346"
500,"36.394"
501,"96.525"
502,"35.117"
503,"41.708"
504,"72.946"
505,"28.661"
506,"35.803"
507,"58.959"
508,"19.971"
509,"82.643"
510,"0.631"
511,"88.159"
512,"34.871"
513,"39.085"
514,"59.541"
515,"58.107"
516,"46.376"
517,"38.42"
518,"47.54"
519,"60.181"
520,"52.731"
521,"52.722"
522,"85.058"
523,"60.751"
524,"11.757"
525,"15.973"
526,"26.845"
527,"73.372"
528,"31.647"
529,"90.69"
530,"81.53"
531,"20.91"
532,"78.0"
533,"18.477"
534,"47.491"
535,"12.58"
536,"19.778"
537,"72.184"
538,"89.082"
539,"30.965"
540,"76.502"
541,"2.976"
542,"77.754"
543,"9.113"
544,"97.86"
545,"39.959"
546,"65.597"
547,"10.93"
548,"40.006"
549,"60.445"
550,"55.872"
551,"60.191"
552,"1.027"
553,"66.49"
554,"70.438"
555,"89.164"
556,"11.815"
557,"5.317"
558,"53.347"
559,"52.439"
560,"63.765"
561,"56.258"
562,"89.871"
563,"99.588"
564,"10.776"
565,"60.273"
566,"40.294"
567,"2.977"
568,"68.887"
569,"82.366"
570,"67.262"
571,"83.143"
572,"19.772"
573,"24.378"
574,"87.186"
575,"14.206"
576,"32.397"
577,"97.253"
578,"66.514"
579,"7.208"
580,"60.369"
581,"2.72"
582,"21.477"
583,"79.636"
584,"45.109"
585,"51.439"
586,"25.561"
587,"8.735"
588,"15.085"
589,"22.731"
590,"66.813"
591,"83.568"
592,"66.196"
593,"41.952"
594,"32.678"
595,"7.884"
596,"18.018"
597,"68.147"
598,"72.706"
599,"58.85"
600,"21.541"
601,"31.195"
602,"14.69"
603,"56.836"
604,"22.404"
605,"75.191"
606,"73.311"
607,"44.032"
608,"49.943"
609,"42.612"
610,"14.261"
611,"12.912"
612,"12.176"
613,"46.668"
614,"14.276"
615,"36.699"
616,"32.927"
617,"43.696"
618,"47.997"
619,"27.836"
620,"77.345"
621,"14.511"
622,"68.443"
623,"91.754"
624,"36.974"
625,"69.099"
626,"12.023"
627,"24.198"
628,"16.278"
629,"38.25"
630,"58.753"
631,"91.548"
632,"53.27"
633,"75.996"
634,"87.265"
635,"52.836"
636,"50.903"
637,"78.816"
638,"81.399"
639,"82.903"
640,"92.902"
641,"3.645"
642,"70.348"
643,"43.843"
644,"95.747"
645,"33.105"
646,"64.311"
647,"32.16"
648,"9.917"
649,"40.909"
650,"83.295"
651,"69.235"
652,"62.894"
653,"35.73"
654,"44.373"
655,"38.961"
656,"75.883"
657,"61.637"
658,"28.816"
659,"18.392"
660,"55.762"
661,"2.048"
662,"50.871"
663,"73.576"
664,"85.739"
665,"1.187"
666,"47.111"
667,"16.106"
668,"83.814"
669,"44.294"
670,"29.224"
671,"29.136"
672,"99.217"
673,"49.744"
674,"83.327"
675,"34.06"
676,"19.924"
677,"16.792"
678,"70.073"
679,"64.034"
680,"66.067"
681,"74.165"
682,"85.27"
683,"63.189"
684,"78.629"
685,"53.834"
686,"98.514"
687,"9.182"
688,"85.716"
689,"67.26"
690,"98.739"
691,"7.982"
692,"41.142"
693,"53.374"
694,"38.6"
695,"99.041"
696,"32.649"
697,"19.037"
698,"57.619"
699,"42.088"
700,"30.105"
701,"9.04"
702,"43.61"
703,"44.809"
704,"39.155"
705,"18.142"
706,"36.036"
707,"49.885"
708,"60.399"
709,"61.27"
710,"86.946"
711,"27.04"
712,"87.622"
713,"1.453"
714,"41.502"
715,"35.321"
716,"24.547"
717,"98.026"
718,"13.492"
719,"83.739"
720,"36.782"
721,"20.816"
722,"6.988"
723,"85.138"
724,"44.062"
725,"7.837"
726,"86.047"
727,"96.184"
728,"44.037"
729,"39.432"
730,"88.303"
731,"61.666"
732,"34.338"
733,"31.822"
734,"0.813"
735,"82.976"
736,"28.885"
737,"29.139"
738,"20.299"
739,"15.039"
740,"50.104"
741,"92.65"
742,"0.33"
743,"88.569"
744,"54.823"
745,"84.209"
746,"30.352"
747,"32.09"
748,"18.478"
749,"38.724"
750,"14.788"
751,"10.467"
752,"90.804"
753,"70.891"
754,"98.04"
755,"83.713"
756,"8.106"
757,"27.992"
758,"59.177"
759,"47.489"
760,"90.018"
761,"95.941"
762,"43.431"
763,"56.63"
764,"9.26"
765,"21.794"
766,"98.52"
767,"51.196"
768,"67.933"
769,"93.755"
770,"22.803"
771,"12.699"
772,"65.03"
773,"46.717"
774,"27.114"
775,"18.1"
776,"93.285"
777,"11.909"
778,"51.384"
779,"52.99"
780,"28.26"
781,"65.749"
782,"86.853"
783,"57.521"
784,"37.477"
785,"92.608"
786,"49.878"
787,"28.911"
788,"78.53"
789,"62.016"
790,"17.833"
791,"25.266"
792,"69.38"
793,"36.991"
794,"2.645"
795,"39.848"
796,"63.155"
797,"94.709"
798,"36.771"
799,"83.744"
800,"88.003"
801,"28.692"
802,"36.539"
803,"52.846"
804,"34.207"
805,"40.682"
806,"28.856"
807,"45.098"
808,"4.322"
809,"69.095"
810,"80.219"
811,"67.255"
812,"83.784"
813,"36.022"
814,"38.78"
815,"32.75"
816,"49.701"
817,"64.298"
818,"19.467"
819,"34.621"
820,"21.474"
821,"20.876"
822,"15.48"
823,"66.551"
824,"80.507"
825,"60.51"
826,"46.844"
827,"78.96"
828,"1.377"
829,"62.058"
830,"19.185"
831,"45.026"
832,"79.707"
833,"45.898"
834,"9.726"
835,"80.87"
836,"77.591"
837,"86.75"
838,"98.669"
839,"68.124"
840,"64.371"
841,"93.651"
842,"19.669"
843,"42.604"
844,"39.326"
845,"62.089"
846,"93.171"
847,"43.836"
848,"64.833"
849,"72.047"
850,"87.719"
851,"86.849"
852,"90.486"
853,"64.206"
854,"93.197"
855,"15.435"
856,"79.624"
857,"24.843"
858,"40.384"
859,"2.203"
860,"98.629"
861,"76.772"
862,"19.545"
863,"70.92"
864,"74.587"
865,"74.133"
866,"88.958"
867,"42.456"
868,"56.996"
869,"42.344"
870,"39.698"
871,"52.761"
872,"3.454"
873,"44.939"
874,"68.298"
875,"49.077"
876,"55.29"
877,"53.833"
878,"27.451"
879,"8.568"
880,"52.917"
881,"54.534"
882,"69.51"
883,"34.968"
884,"94.038"
885,"50.558"
886,"35.966"
887,"64.527"
888,"57.816"
889,"1.228"
890,"96.615"
891,"72.738"
892,"12.763"
893,"71.209"
894,"21.045"
895,"29.244"
896,"60.576"
897,"65.107"
898,"31.121"
899,"22.275"
900,"86.187"
901,"25.53"
902,"19.933"
903,"88.931"
904,"20.149"
905,"20.527"
906,"84.666"
907,"64.062"
908,"80.694"
909,"20.102"
910,"3.774"
911,"28.406"
912,"59.86"
913,"85.539"
914,"15.465"
915,"9.323"
916,"80.483"
917,"98.76"
918,"4.107"
919,"78.453"
920,"73.996"
921,"86.895"
922,"47.537"
923,"85.273"
924,"48.448"
925,"45.991"
926,"52.386"
927,"16.852"
928,"47.067"
929,"16.491"
930,"40.42"
931,"60.304"
932,"19.073"
933,"33.176"
934,"98.112"
935,"21.966"
936,"46.603"
937,"24.262"
938,"76.127"
939,"71.189"
940,"82.037"
941,"60.96"
942,"91.755"
943,"26.557"
944,"77.455"
945,"61.225"
946,"51.747"
947,"71.071"
948,"56.237"
949,"46.169"
950,"40.711"
951,"74.97"
952,"40.262"
953,"40.497"
954,"79.317"
955,"57.91"
956,"92.934"
957,"52.283"
958,"0.775"
959,"30.13"
960,"46.842"
961,"15.398"
962,"19.088"
963,"29.65"
964,"67.819"
965,"4.591"
966,"46.19"
967,"14.084"
968,"37.564"
969,"87.192"
970,"41.177"
971,"15.277"
972,"46.132"
973,"15.833"
974,"23.205"
975,"94.948"
976,"9.205"
977,"13.256"
978,"71.631"
979,"61.944"
980,"55.425"
981,"86.845"
982,"24.24"
983,"37.584"
984,"62.065"
985,"65.171"
986,"46.336"
987,"25.252"
988,"73.995"
989,"6.812"
990,"8.879"
991,"79.896"
992,"82.529"
993,"91.052"
994,"90.618"
995,"32.033"
996,"75.631"
997,"90.915"
998,"53.686"
999,"37.316"
1000,"37.881"
1001,"9.685"
1002,"94.672"
1003,"39.056"
1004,"91.913"
1005,"56.764"
1006,"56.821"
1007,"46.388"
1008,"59.459"
1009,"80.239"
1010,"40.432"
1011,"77.542"
1012,"56.649"
1013,"53.32"
1014,"70.732"
1015,"49.596"
1016,"80.987"
1017,"78.605"
1018,"11.875"
1019,"10.253"
1020,"30.702"
1021,"91.671"
1022,"96.614"
1023,"77.217"
1024,"2.147"
1025,"6.337"
1026,"38.008"
1027,"63.75"
1028,"Nachlass Baron Alfred Liebieg, Großindustrieller, ehem. Kaiserl. Deutscher General-Konsul in Wien, dessen Gattin Baronin Therese und deren Tochter Marie Therese"
1029,"81.568"
1030,"68.779"
1031,"93.762"
1032,"62.0"
1033,"56.378"
1034,"43.357"
1035,"89.206"
1036,"6.63"
1037,"42.233"
1038,"11.197"
1039,"52.442"
1040,"65.696"
1041,"28.759"
1042,"62.08"
1043,"25.941"
1044,"89.333"
1045,"64.317"
1046,"31.76"
1047,"13.662"
1048,"41.873"
1049,"91.627"
1050,"30.599"
1051,"18.947"
1052,"3.885"
1053,"8.438"
1054,"0.032"
1055,"56.012"
1056,"35.975"
1057,"35.687"
1058,"77.648"
1059,"98.357"
1060,"44.291"
1061,"39.369"
1062,"7.728"
1063,"92.963"
1064,"65.628"
1065,"26.173"
1066,"94.629"
1067,"22.699"
1068,"34.954"
1069,"62.348"
1070,"92.665"
1071,"76.833"
1072,"33.129"
1073,"34.247"
1074,"90.213"
1075,"80.518"
1076,"11.026"
1077,"69.877"
1078,"44.126"
1079,"25.695"
1080,"28.857"
1081,"28.118"
1082,"4.546"
1083,"8.765"
1084,"52.645"
1085,"96.199"
1086,"21.326"
1087,"45.484"
1088,"15.591"
1089,"88.142"
1090,"4.987"
1091,"29.151"
1092,"19.872"
1093,"22.579"
1094,"98.693"
1095,"33.184"
1096,"78.83"
1097,"74.032"
1098,"85.966"
1099,"97.758"
1100,"99.3"
1101,"68.655"
1102,"43.742"
1103,"23.752"
1104,"9.738"
1105,"14.096"
1106,"92.373"
1107,"10.921"
1108,"86.235"
1109,"20.557"
1110,"58.92"
1111,"92.363"
1112,"70.262"
1113,"8.282"
1114,"28.364"
1115,"50.189"
1116,"50.772"
1117,"87.135"
1118,"62.752"
1119,"75.884"
1120,"87.399"
1121,"74.226"
1122,"97.209"
1123,"81.617"
1124,"14.965"
1125,"72.78"
1126,"83.476"
1127,"28.389"
1128,"13.782"
1129,"58.514"
1130,"85.344"
1131,"49.346"
1132,"19.441"
1133,"22.619"
1134,"41.813"
1135,"56.14"
1136,"69.931"
1137,"13.9"
1138,"33.027"
1139,"9.491"
1140,"2.175"
1141,"23.932"
1142,"97.951"
1143,"24.469"
1144,"17.681"
1145,"21.195"
1146,"53.125"
1147,"61.969"
1148,"35.353"
1149,"86.394"
1150,"76.626"
1151,"59.407"
1152,"73.779"
1153,"31.365"
1154,"84.425"
1155,"30.547"
1156,"71.125"
1157,"95.727"
1158,"17.362"
1159,"42.829"
1160,"56.737"
1161,"61.257"
1162,"72.826"
1163,"37.496"
1164,"91.024"
1165,"0.873"
1166,"92.813"
1167,"57.079"
1168,"99.054"
1169,"18.898"
1170,"69.781"
1171,"43.689"
1172,"26.764"
1173,"Baron Dr. Gisbert Liebieg"
1174,"47.942"
1175,"9.202"
1176,"92.0"
1177,"7.827"
1178,"63.015"
1179,"23.248"
1180,"49.977"
1181,"32.555"
1182,"62.137"
1183,"90.758"
1184,"39.068"
1185,"38.331"
1186,"64.479"
1187,"49.319"
1188,"38.967"
1189,"47.64"
1190,"30.6"
1191,"20.574"
1192,"1.155"
1193,"2.861"
1194,"69.985"
1195,"92.118"
1196,"43.355"
1197,"71.225"
1198,"4.494"
1199,"60.395"
1200,"80.786"
1201,"7.902"
1202,"90.365"
1203,"16.176"
1204,"23.121"
1205,"74.869"
1206,"75.663"
1207,"10.064"
1208,"40.155"
1209,"55.223"
1210,"93.843"
1211,"5.696"
1212,"50.346"
1213,"31.224"
1214,"45.083"
1215,"21.361"
1216,"61.617"
1217,"79.337"
1218,"87.368"
1219,"32.894"
1220,"86.844"
1221,"76.66"
1222,"93.359"
1223,"51.272"
1224,"21.565"
1225,"87.728"
1226,"79.765"
1227,"46.707"
1228,"7.234"
1229,"71.643"
1230,"98.656"
1231,"51.003"
1232,"67.081"
1233,"46.541"
1234,"50.385"
1235,"90.736"
1236,"93.642"
1237,"95.228"
1238,"62.528"
1239,"72.999"
1240,"50.111"
1241,"53.11"
1242,"34.587"
1243,"17.235"
1244,"72.031"
1245,"88.022"
1246,"81.026"
1247,"6.825"
1248,"31.545"
1249,"73.854"
1250,"63.555"
1251,"71.58"
1252,"61.753"
1253,"87.389"
1254,"9.447"
1255,"8.676"
1256,"4.489"
1257,"18.636"
1258,"43.352"
1259,"11.977"
1260,"57.468"
1261,"58.726"
1262,"51.092"
1263,"21.719"
1264,"31.506"
1265,"62.712"
1266,"4.079"
1267,"91.065"
1268,"96.856"
1269,"12.026"
1270,"94.736"
1271,"2.193"
1272,"34.104"
1273,"28.525"
1274,"49.196"
1275,"58.751"
1276,"9.429"
1277,"54.345"
1278,"85.262"
1279,"62.848"
1280,"28.955"
1281,"48.739"
1282,"11.144"
1283,"64.587"
1284,"27.143"
1285,"19.993"
1286,"79.861"
1287,"18.548"
1288,"2.505"
1289,"55.176"
1290,"84.094"
1291,"32.763"
1292,"15.237"
1293,"95.015"
1294,"43.222"
1295,"14.065"
1296,"41.689"
1297,"91.612"
1298,"68.44"
1299,"29.785"
1300,"72.551"
1301,"9.517"
1302,"25.8"
1303,"63.211"
1304,"23.311"
1305,"30.093"
1306,"52.529"
1307,"37.471"
1308,"48.256"
1309,"11.798"
1310,"78.843"
1311,"4.472"
1312,"78.482"
1313,"32.948"
1314,"87.608"
1315,"94.246"
1316,"60.859"
1317,"32.27"
1318,"52.865"
1319,"29.35"
1320,"93.896"
1321,"62.03"
1322,"30.297"
1323,"13.299"
1324,"36.811"
1325,"Dr. Leopold Seligmann"
1326,"78.18"
1327,"47.945"
1328,"12.638"
1329,"76.431"
1330,"22.406"
1331,"66.159"
1332,"93.449"
1333,"72.611"
1334,"43.266"
1335,"12.488"
1336,"80.563"
1337,"86.979"
1338,"18.569"
1339,"40.675"
1340,"72.355"
1341,"17.1"
1342,"36.763"
1343,"1.372"
1344,"Dr. Hans Wendland"
1345,"14.165"
1346,"71.704"
1347,"Privatbesitz"
1348,"84.98"
1349,"44.861"
1350,"41.623"
1351,"37.126"
1352,"5.295"
1353,"49.129"
1354,"39.936"
1355,"25.752"
1356,"79.007"
1357,"23.4"
1358,"10.462"
1359,"57.766"
1360,"87.935"
1361,"23.587"
1362,"27.482"
1363,"95.206"
1364,"63.608"
1365,"87.857"
1366,"34.535"
1367,"92.131"
1368,"1.212"
1369,"65.199"
1370,"0.034"
1371,"96.117"
1372,"25.354"
1373,"24.305"
1374,"45.341"
1375,"47.3"
1376,"21.809"
1377,"75.329"
1378,"37.918"
1379,"7.622"
1380,"31.916"
1381,"32.21"
1382,"2.973"
1383,"67.026"
1384,"69.381"
1385,"49.781"
1386,"8.533"
1387,"28.39"
1388,"63.706"
1389,"35.543"
1390,"86.058"
1391,"69.239"
1392,"15.831"
1393,"28.566"
1394,"63.682"
1395,"65.933"
1396,"62.628"
1397,"81.318"
1398,"97.01"
1399,"97.638"
1400,"96.362"
1401,"19.254"
1402,"78.326"
1403,"13.106"
1404,"68.746"
1405,"9.207"
1406,"39.901"
1407,"38.535"
1408,"54.38"
1409,"7.892"
1410,"69.281"
1411,"40.151"
1412,"47.39"
1413,"27.607"
1414,"92.907"
1415,"27.675"
1416,"96.871"
1417,"59.972"
1418,"70.596"
1419,"69.126"
1420,"88.501"
1421,"89.786"
1422,"30.704"
1423,"13.736"
1424,"32.169"
1425,"4.732"
1426,"82.719"
1427,"30.707"
1428,"37.176"
1429,"65.694"
1430,"98.785"
1431,"55.71"
1432,"72.237"
1433,"27.965"
1434,"24.174"
1435,"45.758"
1436,"20.545"
1437,"86.898"
1438,"66.576"
1439,"62.985"
1440,"9.711"
1441,"74.874"
1442,"22.503"
1443,"23.454"
1444,"49.217"
1445,"3.893"
1446,"30.586"
1447,"82.585"
1448,"89.622"
1449,"52.14"
1450,"6.588"
1451,"70.515"
1452,"38.884"
1453,"69.035"
1454,"81.12"
1455,"31.138"
1456,"42.714"
1457,"28.35"
1458,"42.858"
1459,"67.618"
1460,"34.122"
1461,"31.023"
1462,"0.88"
1463,"54.516"
1464,"57.556"
1465,"17.024"
1466,"22.838"
1467,"82.51"
1468,"94.843"
1469,"48.673"
1470,"2.672"
1471,"60.566"
1472,"75.387"
1473,"76.196"
1474,"66.923"
1475,"54.043"
1476,"84.91"
1477,"33.462"
1478,"35.718"
1479,"7.873"
1480,"11.422"
1481,"67.807"
1482,"24.735"
1483,"47.782"
1484,"44.846"
1485,"59.833"
1486,"71.034"
1487,"50.119"
1488,"90.288"
1489,"40.249"
1490,"84.893"
1491,"32.931"
1492,"71.883"
1493,"78.241"
1494,"89.293"
1495,"55.633"
1496,"25.913"
1497,"46.85"
1498,"48.603"
1499,"65.574"
1500,"43.876"
1501,"55.832"
1502,"36.114"
1503,"68.404"
1504,"6.258"
1505,"85.597"
1506,"98.233"
1507,"27.584"
1508,"13.868"
1509,"98.389"
1510,"27.817"
1511,"82.587"
1512,"96.998"
1513,"26.57"
1514,"56.154"
1515,"7.643"
1516,"61.598"
1517,"56.802"
1518,"65.123"
1519,"85.99"
1520,"84.544"
1521,"13.624"
1522,"76.198"
1523,"31.526"
1524,"Wiener Sammler"
1525,"91.131"
1526,"3.659"
1527,"75.643"
1528,"90.509"
1529,"5.656"
1530,"55.474"
1531,"87.437"
1532,"60.559"
1533,"99.283"
1534,"54.477"
1535,"40.083"
1536,"39.399"
1537,"Laitner [?]"
1538,"45.152"
1539,"Prima... [?]"
1540,"[unleserlich]"
1541,"Meißner [?]"
1542,"6.871"
1543,"60.225"
1544,"86.859"
1545,"19.543"
1546,"R... [?]"
1547,"18.742"
1548,"84.234"
1549,"50.161"
1550,"Pri... [?]"
1551,"43.101"
1552,"11.985"
1553,"75.83"
1554,"63.544"
1555,"98.278"
1556,"1.875"
1557,"49.56"
1558,"63.487"
1559,"41.244"
1560,"82.951"
1561,"34.032"
1562,"53.908"
1563,"19.049"
1564,"97.495"
1565,"51.959"
1566,"51.895"
1567,"57.932"
1568,"55.655"
1569,"4.452"
1570,"83.669"
1571,"81.402"
1572,"7.285"
1573,"87.546"
1574,"90.605"
1575,"11.861"
1576,"3.571"
1577,"82.027"
1578,"50.761"
1579,"62.79"
1580,"63.883"
1581,"20.614"
1582,"37.264"
1583,"87.576"
1584,"38.314"
1585,"84.151"
1586,"94.54"
1587,"79.376"
1588,"58.187"
1589,"23.471"
1590,"9.35"
1591,"66.945"
1592,"52.615"
1593,"37.874"
1594,"73.689"
1595,"57.437"
1596,"35.755"
1597,"17.525"
1598,"67.298"
1599,"81.972"
1600,"79.396"
1601,"99.118"
1602,"36.888"
1603,"72.84"
1604,"98.593"
1605,"54.201"
1606,"1.573"
1607,"97.021"
1608,"Pr... [?]"
1609,"64.831"
1610,"Prfi [?]"
1611,"62.954"
1612,"3.086"
1613,"2.594"
1614,"0.218"
1615,"96.506"
1616,"63.816"
1617,"74.167"
1618,"51.551"
1619,"72.85"
1620,"51.299"
1621,"Frankfurter Privatbesitz"
1622,"25.803"
1623,"11.081"
1624,"7.782"
1625,"21.429"
1626,"68.493"
1627,"0.349"
1628,"33.573"
1629,"81.918"
1630,"17.439"
1631,"70.234"
1632,"Prof. Seeger [oder] Leeger [?]"
1633,"80.067"
1634,"30.74"
1635,"54.864"
1636,"77.596"
