source,target,value,layer,wave,fragment
24,76,1,4,1,1
75,76,3,4,1,1
74,76,1,4,1,1
75,68,2,4,1,1
76,77,1,1,1,1
74,68,1,4,1,1
66,77,1,1,2,1
72,79,3,4,1,1
69,79,4,4,1,1
24,80,1,1,2,1
72,81,1,1,2,1
24,79,1,4,1,1
82,83,2,2,1,1
80,69,1,1,1,1
66,84,3,1,1,1
75,85,2,1,1,1
81,66,1,1,3,1
82,86,1,2,1,1
66,34,6,3,1,1
48,82,1,2,1,3
72,87,12,6,1,9
69,87,12,6,1,9
24,87,8,6,1,7
48,87,2,6,1,8
48,24,1,6,1,7
48,72,1,6,1,8
48,69,1,6,1,8
66,87,6,6,1,10
24,89,2,3,1,1
24,29,3,6,1,7
66,29,2,6,1,8
90,29,1,3,1,1
24,90,2,3,1,1
72,90,1,1,1,1
90,69,1,3,1,1
89,66,1,3,1,1
89,29,1,3,1,1
72,60,1,6,1,1
72,91,2,7,1,1
60,87,1,6,1,1
91,87,5,2,1,1
91,60,1,1,1,1
24,60,1,6,1,1
60,69,1,6,1,1
66,60,1,6,1,1
24,91,2,7,1,1
91,69,2,7,1,1
66,91,1,2,1,1
66,12,3,3,1,1
75,87,6,2,1,1
75,91,1,2,1,2
92,93,3,4,1,1
92,94,1,4,1,1
93,94,2,4,2,1
94,95,1,4,3,1
92,95,1,4,1,1
93,95,1,4,2,1
96,95,3,4,3,1
99,94,5,2,1,2
97,98,2,1,1,1
96,93,11,7,1,1
99,100,1,2,1,1
100,94,2,2,1,1
99,95,1,1,1,1
96,98,29,4,6,2
72,98,17,4,5,1
96,72,23,7,1,1
72,101,2,4,5,1
98,101,1,4,6,1
96,101,1,4,6,1
99,102,3,2,1,1
102,94,2,2,1,1
72,103,4,4,5,1
96,103,2,4,6,1
98,103,2,4,6,1
72,93,2,7,1,1
93,69,3,7,1,1
96,69,3,7,1,1
98,94,4,4,4,1
104,93,2,7,1,1
91,93,1,7,1,1
24,93,2,7,1,1
105,93,1,7,1,1
72,104,1,7,1,1
104,91,1,7,1,1
96,104,1,7,1,1
104,69,1,7,1,1
24,104,1,7,1,1
104,105,1,7,1,1
72,105,1,7,1,1
96,91,1,7,1,1
105,91,1,7,1,1
24,96,1,7,1,1
96,105,1,7,1,1
105,69,2,7,1,1
24,105,2,7,1,1
72,95,2,4,3,1
99,107,1,1,1,1
108,93,3,4,1,1
104,109,1,1,1,1
72,94,3,4,4,1
96,94,2,4,4,1
109,110,2,4,1,1
106,110,1,4,1,1
93,110,2,4,1,1
108,110,2,4,1,1
106,109,1,4,1,1
93,109,2,4,1,1
108,109,2,4,1,1
106,93,1,4,1,1
106,108,1,4,1,1
98,69,1,4,1,3
66,98,1,4,1,2
